id,title,genre1,genre2,genre3,genre4
11020,TrackMania Nations Forever,Racing
11040,Sherlock Holmes - Nemesis,Adventure,RPG
11050,Dracula Origin,Adventure
11130,Sherlock Holmes: The Mystery of the Mummy,Adventure
11140,Sherlock Holmes: The Awakened - Remastered Edition,Adventure
11150,Sherlock Holmes: The Silver Earring,Adventure
11180,Sherlock Holmes: The Mystery of the Persian Carpet,Adventure
11190,Sherlock Holmes versus Jack the Ripper,Adventure,RPG
11200,Shadowgrounds Survivor,Action
11230,Gumboy Tournament,Casual,Indie,Racing
11240,Space Trader: Merchant Marine,Strategy,Indie,Action
11250,Pacific Storm,Simulation,Strategy
11260,Pacific Storm Allies,Simulation,Strategy
11280,Penguins Arena: Sedna's World,Action,Casual,Indie
11330,Obulis,Casual,Indie
11340,Larva Mortus,Action,Indie
11360,Chains,Indie
11370,Nikopol: Secrets of the Immortals,Adventure
11390,Crash Time 2,Racing,Action
11450,Overlord&acirc;&#132;&cent;,RPG
11480,Soldiers: Heroes of World War II,Strategy
11560,Maelstrom: The Battle for Earth Begins,Strategy
11590,Hospital Tycoon,Simulation
11610,Dragon Nest,Action,Free to Play,Massively Multiplayer,RPG
11900,LUMINES&trade;,Casual
11920,LUMINES&trade; Advance Pack,Casual
12100,Grand Theft Auto III,Action
12110,Grand Theft Auto: Vice City,Action
12120,Grand Theft Auto: San Andreas,Action
12130,Manhunt,Action
12140,Max Payne,Action
12150,Max Payne 2: The Fall of Max Payne,Action
12160,Midnight Club 2,Racing
12170,Grand Theft Auto,Action
12180,Grand Theft Auto 2,Action
12200,Bully: Scholarship Edition,Action,Adventure
12210,Grand Theft Auto IV,Action,Adventure
12220,Grand Theft Auto: Episodes from Liberty City,Action
12310,Culpa Innata,RPG,Casual,Adventure
12320,Sacred Gold,Action,RPG
12330,Darkstar One,Action
12340,Jack Keane,Adventure
12360,FlatOut: Ultimate Carnage,Racing
12390,Exodus from the Earth ,Action
12420,Perimeter 2: New Earth,Strategy
12430,SlamIt Pinball Big Score,Casual
12440,Ankh 2: Heart of Osiris ,Adventure
12450,Ankh 3: Battle of the Gods,Adventure
12460,BC Kings,Strategy
12470,Port Royale 2,Strategy
12480,9th Company: Roots Of Terror,Strategy
12500,PuzzleQuest: Challenge of the Warlords,Casual
12510,Prison Tycoon 3&acirc;&#132;&cent;: Lockdown,Strategy
12520,18 Wheels of Steel: American Long Haul,Racing
12530,Hunting Unlimited&trade; 2008,Adventure,Strategy,Action
12540,Mahjongg Investigations: Under Suspicion,Casual
12560,Ride! Carnival Tycoon,Simulation
12570,Hot Dish
12580,Dr. Daisy Pet Vet
12590,Sprint Cars Road to Knoxville,Racing
12600,Midnight Outlaw: 6 Hours to SunUp,Racing
12630,Legend - Hand of God,Action,RPG
12640,Drakensang,RPG
12670,Mission Runway,Simulation
12690,Hunting Unlimited 2010
12710,Overlord&acirc;&#132;&cent;: Raising Hell,RPG
12750,GRID&acirc;&#132;&cent;,Racing
12770,Rise of the Argonauts,RPG
12790,Damnation,Action,Adventure
12810,Overlord II,RPG
12830,Operation Flashpoint: Dragon Rising,Action
12900,AudioSurf,Indie
13000,Ninja Reflex: Steamworks Edition,Casual,Indie
13140,America's Army 3,Action
13200,Unreal 2: The Awakening,Action
13210,Unreal Tournament 3 Black,Action
13230,Unreal Tournament 2004: Editor's Choice Edition,Action
13240,Unreal Tournament: Game of the Year Edition,Action
13250,Unreal Gold,Action
13500,Prince of Persia: Warrior Within&trade;,Action,Adventure
13520,Far Cry&Acirc;&reg;,Action
13530,Prince of Persia: The Two Thrones&trade;,Action,Adventure
13540,Tom Clancy's Rainbow Six&reg; Vegas,Action
13560,Tom Clancy's Splinter Cell&Acirc;&reg;,Action
13570,Tom Clancy's Splinter Cell Chaos Theory&Acirc;&reg;,Action
13580,Tom Clancy's Splinter Cell Double Agent&reg;,Action
13600,Prince of Persia&reg;: The Sands of Time,Action,Adventure
13620,Tom Clancy's Ghost Recon&reg; Desert Siege&trade;,Action
13630,Tom Clancy's Ghost Recon&reg; Island Thunder&trade;,Action
15000,Tom Clancy's Rainbow Six Lockdown&trade;,Action
15080,Rayman Raving Rabbids&trade;,Action,Adventure
15100,Assassin's Creed&acirc;&#132;&cent;: Director's Cut Edition,Action,Adventure
15120,Tom Clancy's Rainbow Six&Acirc;&reg; Vegas 2,Action
15130,Beyond Good and Evil&trade;,Action,Adventure
15140,Petz&reg; Dogz&reg; 2,Simulation
15150,Petz&reg; Catz&reg; 2,Simulation
15160,Petz&reg; Horsez&reg; 2,Simulation
15170,Heroes of Might &amp; Magic V,Strategy
15190,Brothers in Arms: Road to Hill 30&acirc;&#132;&cent;,Action
15200,Silent Hunter&Acirc;&reg;: Wolves of the Pacific,Simulation
15210,Silent Hunter&reg; III,Simulation
15230,Blazing Angels&Acirc;&reg; 2: Secret Missions of WWII,Action,Simulation
15240,Silent Hunter&reg;: Wolves of the Pacific U-Boat Missions,Simulation
15270,Cold Fear&trade;,Action
15300,Tom Clancy's Ghost Recon&Acirc;&reg;,Action
15310,The Settlers&Acirc;&reg;: Heritage of Kings,Strategy
15320,IL-2 Sturmovik: 1946,Simulation
15350,Brain Spa,Casual
15370,Heroes of Might &amp; Magic V: Tribes of the East,Strategy
15380,Heroes of Might &amp; Magic V: Hammers of Fate,Strategy
15390,Brothers in Arms: Hell's Highway&trade;,Action
15400,Harvest: Massive Encounter,Strategy,Indie
15500,The Wonderful End of the World,Indie,Casual
15520,AaAaAA!!! - A Reckless Disregard for Gravity,Action,Indie,Sports
15522,Aaaaa! - Brutal Concussion,Action,Indie
15540,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),Action,Early Access,Indie
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,Action,Indie,Sports
15620,"Warhammer&Acirc;&reg; 40,000&acirc;&#132;&cent;: Dawn of War&Acirc;&reg; II",Strategy
15700,Oddworld: Abe's Oddysee&Acirc;&reg;,Adventure
15710,Oddworld: Abe's Exoddus&reg;,Adventure
15740,Oddworld: Munch's Oddysee,Action,Adventure,Strategy
15750,Oddworld: Stranger's Wrath HD,Action,Adventure,Strategy
15800,Planet Busters,Indie,Casual
15900,7 Wonders II,Casual
15910,Luxor Amun Rising,Casual
15920,Luxor 2,Casual
15930,Luxor 3,Casual
15950,Reaxxion,Casual
15960,Little Farm,Casual
15970,Luxor,Casual
16000,Discovery! A Seek and Find Adventure,Casual
16020,Samantha Swift and the Hidden Roses of Athena,Casual
16030,7 Wonders: Treasures of Seven,Casual
16040,Luxor: Quest for the Afterlife ,Casual
16060,Samantha Swift and the Golden Touch,Casual
16100,Virtual Villagers: A New Home,Casual,Simulation
16110,Virtual Villagers: The Lost Children,Casual,Simulation
16120,Plant Tycoon,Casual,Simulation
16130,Fish Tycoon,Casual,Simulation
16180,Virtual Villagers - The Secret City,Casual,Simulation
16200,Virtual Families,Casual,Simulation
16300,Everyday Shooter,Indie,Casual
16450,F.E.A.R. 2: Project Origin,Action
16465,F.E.A.R. 2: Reborn (DLC),Action
16500,Chaos Theory,Casual,Indie
16600,Trials 2: Second Edition,Indie,Racing,Sports
16620,Monster Trucks Nitro ,Indie,Racing,Sports
16710,Insecticide Part 1,Action,Adventure
16720,Velvet Assassin,Action
16730,Legendary,Action
16810,Sid Meier's Civilization IV: Colonization,Strategy
16860,Civilization V: Cradle of Civilization - Mediterranean,Strategy
16861,Civilization V: Cradle of Civilization - Asia,Strategy
16862,Civilization V: Cradle of Civilization - Americas,Strategy
16863,Civilization V: Cradle of Civilization - Mesopotamia,Strategy
16866,Civilization V: Explorer&acirc;&#128;&#153;s  Map Pack,Strategy
